"Tabela 1849 - Dados gerais das unidades locais industriais de empresas industriais com 5 ou mais pessoas ocupadas, por Unidade da Federação, segundo as divisões de atividades (CNAE 2.0)"
"Variável - Número de unidades locais"
"Nível","Cód.","Unidade da Federação","Ano","Classificação Nacional de Atividades Econômicas (CNAE 2.0)",""
"UF","41","Paraná","2014","20 Fabricação de produtos químicos","11257656","Mil Reais"
"UF","41","Paraná","2014","24 Metalurgia","1232420","Mil Reais"
"UF","41","Paraná","2014","29 Fabricação de veículos automotores, reboques e carrocerias","15739583","Mil Reais"
"UF","41","Paraná","2015","Total","97766028","Mil Reais"
"UF","41","Paraná","2015","B Indústrias extrativas","160100","Mil Reais"
"UF","41","Paraná","2015","C Indústrias de transformação","97605928","Mil Reais"
"UF","41","Paraná","2015","10 Fabricação de produtos alimentícios","34944827","Mil Reais"
"UF","41","Paraná","2015","20 Fabricação de produtos químicos","11115361","Mil Reais"
"UF","41","Paraná","2015","24 Metalurgia","1072333","Mil Reais"
"UF","41","Paraná","2015","29 Fabricação de veículos automotores, reboques e carrocerias","11825106","Mil Reais"
"UF","41","Paraná","2016","Total","105092669","Mil Reais"
"UF","41","Paraná","2016","B Indústrias extrativas","195687","Mil Reais"
"UF","41","Paraná","2016","C Indústrias de transformação","104896982","Mil Reais"
"UF","41","Paraná","2016","10 Fabricação de produtos alimentícios","42232282","Mil Reais"
"UF","41","Paraná","2016","20 Fabricação de produtos químicos","11156318","Mil Reais"
"UF","41","Paraná","2016","24 Metalurgia","1202652","Mil Reais"
"UF","41","Paraná","2016","29 Fabricação de veículos automotores, reboques e carrocerias","12473745","Mil Reais"
"UF","41","Paraná","2017","Total","115581732","Mil Reais"
"UF","41","Paraná","2017","B Indústrias extrativas","135530","Mil Reais"
"UF","41","Paraná","2017","C Indústrias de transformação","115446202","Mil Reais"
"UF","41","Paraná","2017","10 Fabricação de produtos alimentícios","47692656","Mil Reais"
"UF","41","Paraná","2017","20 Fabricação de produtos químicos","11211029","Mil Reais"
"UF","41","Paraná","2017","24 Metalurgia","1441420","Mil Reais"
"UF","41","Paraná","2017","29 Fabricação de veículos automotores, reboques e carrocerias","14495003","Mil Reais"
"UF","41","Paraná","2018","Total","133173534","Mil Reais"
"UF","41","Paraná","2018","B Indústrias extrativas","109808","Mil Reais"
"UF","41","Paraná","2018","C Indústrias de transformação","133063726","Mil Reais"
"UF","41","Paraná","2018","10 Fabricação de produtos alimentícios","52053636","Mil Reais"
"UF","41","Paraná","2018","20 Fabricação de produtos químicos","14152407","Mil Reais"
"UF","41","Paraná","2018","24 Metalurgia","1684748","Mil Reais"
"UF","41","Paraná","2018","29 Fabricação de veículos automotores, reboques e carrocerias","19283674","Mil Reais"
"UF","41","Paraná","2019","Total","141169325","Mil Reais"
"UF","41","Paraná","2019","B Indústrias extrativas","173142","Mil Reais"
"UF","41","Paraná","2019","C Indústrias de transformação","140996183","Mil Reais"
"UF","41","Paraná","2019","10 Fabricação de produtos alimentícios","48416595","Mil Reais"
"UF","41","Paraná","2019","20 Fabricação de produtos químicos","15006480","Mil Reais"
"UF","41","Paraná","2019","24 Metalurgia","2282295","Mil Reais"
"UF","41","Paraná","2019","29 Fabricação de veículos automotores, reboques e carrocerias","24329076","Mil Reais"
"UF","41","Paraná","2020","Total","162330210","Mil Reais"
"UF","41","Paraná","2020","B Indústrias extrativas","322193","Mil Reais"
"UF","41","Paraná","2020","C Indústrias de transformação","162008017","Mil Reais"
"UF","41","Paraná","2020","10 Fabricação de produtos alimentícios","64982491","Mil Reais"
"UF","41","Paraná","2020","20 Fabricação de produtos químicos","17102877","Mil Reais"
"UF","41","Paraná","2020","24 Metalurgia","2698249","Mil Reais"
"UF","41","Paraná","2020","29 Fabricação de veículos automotores, reboques e carrocerias","19462943","Mil Reais"
"UF","41","Paraná","2021","Total","240759728","Mil Reais"
"UF","41","Paraná","2021","B Indústrias extrativas","226159","Mil Reais"
"UF","41","Paraná","2021","C Indústrias de transformação","240533569","Mil Reais"
"UF","41","Paraná","2021","10 Fabricação de produtos alimentícios","89008428","Mil Reais"
"UF","41","Paraná","2021","20 Fabricação de produtos químicos","25212508","Mil Reais"
"UF","41","Paraná","2021","24 Metalurgia","4936088","Mil Reais"
"UF","41","Paraná","2021","29 Fabricação de veículos automotores, reboques e carrocerias","29391307","Mil Reais"
"UF","41","Paraná","2022","Total","289571234","Mil Reais"
"UF","41","Paraná","2022","B Indústrias extrativas","315794","Mil Reais"
"UF","41","Paraná","2022","C Indústrias de transformação","289255440","Mil Reais"
"UF","41","Paraná","2022","10 Fabricação de produtos alimentícios","105618784","Mil Reais"
"UF","41","Paraná","2022","20 Fabricação de produtos químicos","33523848","Mil Reais"
"UF","41","Paraná","2022","24 Metalurgia","6363693","Mil Reais"
"UF","41","Paraná","2022","29 Fabricação de veículos automotores, reboques e carrocerias","37132187","Mil Reais"
"UF","41","Paraná","2023","Total","266236859","Mil Reais"
"UF","41","Paraná","2023","B Indústrias extrativas","371851","Mil Reais"
"UF","41","Paraná","2023","C Indústrias de transformação","265865008","Mil Reais"
"UF","41","Paraná","2023","10 Fabricação de produtos alimentícios","101938372","Mil Reais"
"UF","41","Paraná","2023","20 Fabricação de produtos químicos","26114062","Mil Reais"
"UF","41","Paraná","2023","24 Metalurgia","4984613","Mil Reais"
"UF","41","Paraná","2023","29 Fabricação de veículos automotores, reboques e carrocerias","33818573","Mil Reais"
"UF","42","Santa Catarina","2007","Total","32354802","Mil Reais"
"UF","42","Santa Catarina","2007","B Indústrias extrativas","221785","Mil Reais"
"UF","42","Santa Catarina","2007","C Indústrias de transformação","32133017","Mil Reais"
"UF","42","Santa Catarina","2007","10 Fabricação de produtos alimentícios","8231411","Mil Reais"
"UF","42","Santa Catarina","2007","20 Fabricação de produtos químicos","1106192","Mil Reais"
"UF","42","Santa Catarina","2007","24 Metalurgia","2047963","Mil Reais"
"UF","42","Santa Catarina","2007","29 Fabricação de veículos automotores, reboques e carrocerias","1364046","Mil Reais"
"UF","42","Santa Catarina","2008","Total","38365689","Mil Reais"
"UF","42","Santa Catarina","2008","B Indústrias extrativas","314208","Mil Reais"
"UF","42","Santa Catarina","2008","C Indústrias de transformação","38051480","Mil Reais"
"UF","42","Santa Catarina","2008","10 Fabricação de produtos alimentícios","11367314","Mil Reais"
"UF","42","Santa Catarina","2008","20 Fabricação de produtos químicos","1400466","Mil Reais"
"UF","42","Santa Catarina","2008","24 Metalurgia","2255819","Mil Reais"
"UF","42","Santa Catarina","2008","29 Fabricação de veículos automotores, reboques e carrocerias","1760738","Mil Reais"
"UF","42","Santa Catarina","2009","Total","35870504","Mil Reais"
"UF","42","Santa Catarina","2009","B Indústrias extrativas","206529","Mil Reais"
"UF","42","Santa Catarina","2009","C Indústrias de transformação","35663975","Mil Reais"
"UF","42","Santa Catarina","2009","10 Fabricação de produtos alimentícios","10058388","Mil Reais"
"UF","42","Santa Catarina","2009","20 Fabricação de produtos químicos","1410740","Mil Reais"
"UF","42","Santa Catarina","2009","24 Metalurgia","2063151","Mil Reais"
"UF","42","Santa Catarina","2009","29 Fabricação de veículos automotores, reboques e carrocerias","1259853","Mil Reais"
"UF","42","Santa Catarina","2010","Total","41445574","Mil Reais"
"UF","42","Santa Catarina","2010","B Indústrias extrativas","263342","Mil Reais"
"UF","42","Santa Catarina","2010","C Indústrias de transformação","41182232","Mil Reais"
"UF","42","Santa Catarina","2010","10 Fabricação de produtos alimentícios","10279683","Mil Reais"
"UF","42","Santa Catarina","2010","20 Fabricação de produtos químicos","1535028","Mil Reais"
"UF","42","Santa Catarina","2010","24 Metalurgia","3461627","Mil Reais"
"UF","42","Santa Catarina","2010","29 Fabricação de veículos automotores, reboques e carrocerias","1405737","Mil Reais"
"UF","42","Santa Catarina","2011","Total","45271287","Mil Reais"
"UF","42","Santa Catarina","2011","B Indústrias extrativas","213437","Mil Reais"
"UF","42","Santa Catarina","2011","C Indústrias de transformação","45057850","Mil Reais"
"UF","42","Santa Catarina","2011","10 Fabricação de produtos alimentícios","13269695","Mil Reais"
"UF","42","Santa Catarina","2011","20 Fabricação de produtos químicos","1540380","Mil Reais"
"UF","42","Santa Catarina","2011","24 Metalurgia","3682659","Mil Reais"
"UF","42","Santa Catarina","2011","29 Fabricação de veículos automotores, reboques e carrocerias","1632227","Mil Reais"
"UF","42","Santa Catarina","2012","Total","51795863","Mil Reais"
"UF","42","Santa Catarina","2012","B Indústrias extrativas","276617","Mil Reais"
"UF","42","Santa Catarina","2012","C Indústrias de transformação","51519246","Mil Reais"
"UF","42","Santa Catarina","2012","10 Fabricação de produtos alimentícios","15780379","Mil Reais"
"UF","42","Santa Catarina","2012","20 Fabricação de produtos químicos","1875898","Mil Reais"
"UF","42","Santa Catarina","2012","24 Metalurgia","4937023","Mil Reais"
"UF","42","Santa Catarina","2012","29 Fabricação de veículos automotores, reboques e carrocerias","1686623","Mil Reais"
"UF","42","Santa Catarina","2013","Total","56923569","Mil Reais"
"UF","42","Santa Catarina","2013","B Indústrias extrativas","358536","Mil Reais"
"UF","42","Santa Catarina","2013","C Indústrias de transformação","56565033","Mil Reais"
"UF","42","Santa Catarina","2013","10 Fabricação de produtos alimentícios","16430521","Mil Reais"
"UF","42","Santa Catarina","2013","20 Fabricação de produtos químicos","2147496","Mil Reais"
"UF","42","Santa Catarina","2013","24 Metalurgia","4735797","Mil Reais"
"UF","42","Santa Catarina","2013","29 Fabricação de veículos automotores, reboques e carrocerias","2232388","Mil Reais"
"UF","42","Santa Catarina","2014","Total","64123435","Mil Reais"
"UF","42","Santa Catarina","2014","B Indústrias extrativas","516227","Mil Reais"
"UF","42","Santa Catarina","2014","C Indústrias de transformação","63607208","Mil Reais"
"UF","42","Santa Catarina","2014","10 Fabricação de produtos alimentícios","18747948","Mil Reais"
"UF","42","Santa Catarina","2014","20 Fabricação de produtos químicos","2262417","Mil Reais"
"UF","42","Santa Catarina","2014","24 Metalurgia","5271364","Mil Reais"
"UF","42","Santa Catarina","2014","29 Fabricação de veículos automotores, reboques e carrocerias","2197058","Mil Reais"
"UF","42","Santa Catarina","2015","Total","63379986","Mil Reais"
"UF","42","Santa Catarina","2015","B Indústrias extrativas","362420","Mil Reais"
"UF","42","Santa Catarina","2015","C Indústrias de transformação","63017566","Mil Reais"
"UF","42","Santa Catarina","2015","10 Fabricação de produtos alimentícios","18843147","Mil Reais"
"UF","42","Santa Catarina","2015","20 Fabricação de produtos químicos","2776930","Mil Reais"
"UF","42","Santa Catarina","2015","24 Metalurgia","3640319","Mil Reais"
"UF","42","Santa Catarina","2015","29 Fabricação de veículos automotores, reboques e carrocerias","2340634","Mil Reais"
"UF","42","Santa Catarina","2016","Total","67988029","Mil Reais"
"UF","42","Santa Catarina","2016","B Indústrias extrativas","316889","Mil Reais"
"UF","42","Santa Catarina","2016","C Indústrias de transformação","67671140","Mil Reais"
"UF","42","Santa Catarina","2016","10 Fabricação de produtos alimentícios","22067753","Mil Reais"
"UF","42","Santa Catarina","2016","20 Fabricação de produtos químicos","3130176","Mil Reais"
"UF","42","Santa Catarina","2016","24 Metalurgia","3062076","Mil Reais"
"UF","42","Santa Catarina","2016","29 Fabricação de veículos automotores, reboques e carrocerias","2666226","Mil Reais"
"UF","42","Santa Catarina","2017","Total","71412332","Mil Reais"
"UF","42","Santa Catarina","2017","B Indústrias extrativas","293742","Mil Reais"
"UF","42","Santa Catarina","2017","C Indústrias de transformação","71118590","Mil Reais"
"UF","42","Santa Catarina","2017","10 Fabricação de produtos alimentícios","22314307","Mil Reais"
"UF","42","Santa Catarina","2017","20 Fabricação de produtos químicos","3092062","Mil Reais"
"UF","42","Santa Catarina","2017","24 Metalurgia","5734913","Mil Reais"
"UF","42","Santa Catarina","2017","29 Fabricação de veículos automotores, reboques e carrocerias","2974009","Mil Reais"
"UF","42","Santa Catarina","2018","Total","84954956","Mil Reais"
"UF","42","Santa Catarina","2018","B Indústrias extrativas","319117","Mil Reais"
"UF","42","Santa Catarina","2018","C Indústrias de transformação","84635839","Mil Reais"
"UF","42","Santa Catarina","2018","10 Fabricação de produtos alimentícios","25766902","Mil Reais"
"UF","42","Santa Catarina","2018","20 Fabricação de produtos químicos","3585297","Mil Reais"
"UF","42","Santa Catarina","2018","24 Metalurgia","6813325","Mil Reais"
"UF","42","Santa Catarina","2018","29 Fabricação de veículos automotores, reboques e carrocerias","3973161","Mil Reais"
"UF","42","Santa Catarina","2019","Total","93069716","Mil Reais"
"UF","42","Santa Catarina","2019","B Indústrias extrativas","451284","Mil Reais"
"UF","42","Santa Catarina","2019","C Indústrias de transformação","92618432","Mil Reais"
"UF","42","Santa Catarina","2019","10 Fabricação de produtos alimentícios","28138802","Mil Reais"
"UF","42","Santa Catarina","2019","20 Fabricação de produtos químicos","4349733","Mil Reais"
"UF","42","Santa Catarina","2019","24 Metalurgia","7157717","Mil Reais"
"UF","42","Santa Catarina","2019","29 Fabricação de veículos automotores, reboques e carrocerias","4572853","Mil Reais"
"UF","42","Santa Catarina","2020","Total","113046866","Mil Reais"
"UF","42","Santa Catarina","2020","B Indústrias extrativas","516316","Mil Reais"
"UF","42","Santa Catarina","2020","C Indústrias de transformação","112530550","Mil Reais"
"UF","42","Santa Catarina","2020","10 Fabricação de produtos alimentícios","37228296","Mil Reais"
"UF","42","Santa Catarina","2020","20 Fabricação de produtos químicos","5777430","Mil Reais"
"UF","42","Santa Catarina","2020","24 Metalurgia","9227187","Mil Reais"
"UF","42","Santa Catarina","2020","29 Fabricação de veículos automotores, reboques e carrocerias","5689639","Mil Reais"
"UF","42","Santa Catarina","2021","Total","167468865","Mil Reais"
"UF","42","Santa Catarina","2021","B Indústrias extrativas","604936","Mil Reais"
"UF","42","Santa Catarina","2021","C Indústrias de transformação","166863929","Mil Reais"
"UF","42","Santa Catarina","2021","10 Fabricação de produtos alimentícios","47274170","Mil Reais"
"UF","42","Santa Catarina","2021","20 Fabricação de produtos químicos","8841501","Mil Reais"
"UF","42","Santa Catarina","2021","24 Metalurgia","17352310","Mil Reais"
"UF","42","Santa Catarina","2021","29 Fabricação de veículos automotores, reboques e carrocerias","8746694","Mil Reais"
"UF","42","Santa Catarina","2022","Total","187601877","Mil Reais"
